idade,renda_mensal,historico_credito,tempo_emprego,tipo_residencia,estado_civil,numero_dependentes,valor_solicitado,finalidade_credito,risco
45,3953.95,Regular,11,Própria,Casado,1,28913.67,Educação,Baixo Risco
31,2368.59,Bom,6,Própria,Casado,1,6508.72,Pessoal,Baixo Risco
48,3403.79,Excelente,8,Familiar,Solteiro,1,6938.55,Pessoal,Baixo Risco
69,3993.14,Regular,5,Alugada,Solteiro,0,14990.63,Veículo,Baixo Risco
36,3982.04,Regular,16,Própria,Solteiro,0,7291.38,Imóvel,Baixo Risco
64,4132.88,Regular,15,Própria,Divorciado,2,1000.0,Imóvel,Baixo Risco
33,5920.57,Excelente,22,Alugada,Solteiro,0,13182.08,Pessoal,Baixo Risco
22,4180.3,Excelente,2,Alugada,Solteiro,1,21860.35,Veículo,Baixo Risco
52,3133.77,Bom,20,Própria,Casado,1,14836.26,Pessoal,Baixo Risco
29,4946.13,Bom,3,Familiar,Casado,1,19992.36,Educação,Baixo Risco
42,5284.21,Bom,9,Alugada,Solteiro,2,18848.05,Veículo,Baixo Risco
69,1658.59,Bom,4,Própria,Viúvo,0,6784.11,Educação,Alto Risco
38,4396.1,Ruim,20,Financiada,Divorciado,2,15544.17,Veículo,Alto Risco
53,4551.76,Ruim,21,Própria,Casado,0,2798.71,Imóvel,Baixo Risco
40,3053.65,Bom,9,Familiar,Casado,1,10904.71,Veículo,Baixo Risco
33,5563.56,Ruim,11,Familiar,Solteiro,1,15403.63,Imóvel,Baixo Risco
56,3274.92,Bom,9,Financiada,Solteiro,3,14990.78,Veículo,Baixo Risco
62,3688.36,Bom,12,Financiada,Casado,1,4672.52,Educação,Baixo Risco
59,3240.39,Bom,10,Própria,Solteiro,1,6288.04,Veículo,Baixo Risco
56,3523.37,Regular,21,Familiar,Solteiro,0,17327.68,Veículo,Baixo Risco
31,1855.59,Ruim,15,Alugada,Casado,1,21619.15,Veículo,Alto Risco
48,1339.92,Regular,7,Financiada,Solteiro,3,13344.26,Educação,Alto Risco
22,5891.76,Bom,7,Familiar,Divorciado,2,12943.79,Imóvel,Baixo Risco
52,2229.56,Regular,24,Familiar,Solteiro,1,22450.21,Veículo,Alto Risco
40,2012.91,Excelente,7,Financiada,Casado,2,8823.47,Imóvel,Baixo Risco
46,1000.0,Ruim,12,Própria,Casado,1,28816.24,Imóvel,Alto Risco
60,2541.56,Regular,1,Familiar,Casado,1,4237.82,Negócio,Alto Risco
28,1515.37,Bom,11,Alugada,Solteiro,0,23387.97,Educação,Alto Risco
35,5963.02,Regular,9,Familiar,Casado,1,19313.34,Imóvel,Baixo Risco
64,5014.73,Regular,11,Alugada,Divorciado,1,34280.96,Veículo,Alto Risco
29,2467.77,Excelente,10,Própria,Casado,1,6030.65,Educação,Baixo Risco
26,6878.65,Regular,14,Própria,Casado,2,1000.0,Imóvel,Baixo Risco
27,4972.65,Bom,15,Alugada,Casado,0,24995.57,Negócio,Baixo Risco
61,3012.75,Regular,16,Financiada,Casado,1,3229.33,Pessoal,Baixo Risco
34,1000.0,Ruim,1,Própria,Casado,1,19926.21,Pessoal,Alto Risco
55,6936.41,Ruim,17,Alugada,Divorciado,3,24457.21,Pessoal,Alto Risco
24,1415.64,Regular,11,Própria,Solteiro,0,18038.09,Imóvel,Alto Risco
63,1031.9,Regular,18,Financiada,Casado,1,16857.45,Negócio,Alto Risco
30,5033.86,Excelente,22,Alugada,Casado,0,18207.52,Pessoal,Baixo Risco
57,7159.63,Regular,17,Própria,Casado,0,21699.38,Imóvel,Baixo Risco
59,5576.41,Bom,16,Própria,Divorciado,2,19696.55,Imóvel,Baixo Risco
26,4345.86,Bom,5,Própria,Viúvo,0,5267.33,Imóvel,Baixo Risco
67,4392.13,Bom,24,Alugada,Casado,3,29600.0,Veículo,Baixo Risco
44,4780.12,Excelente,14,Própria,Solteiro,0,15408.86,Educação,Baixo Risco
19,4638.39,Regular,2,Própria,Solteiro,1,19146.73,Pessoal,Alto Risco
22,3921.79,Excelente,5,Familiar,Casado,2,20687.91,Educação,Baixo Risco
46,3656.3,Regular,2,Financiada,Divorciado,4,24247.42,Pessoal,Alto Risco
54,3406.11,Bom,0,Alugada,Solteiro,1,23416.85,Veículo,Alto Risco
55,2369.05,Excelente,12,Familiar,Solteiro,3,16053.89,Educação,Baixo Risco
36,3078.99,Regular,20,Própria,Solteiro,0,15539.73,Pessoal,Baixo Risco
25,1000.0,Excelente,13,Alugada,Divorciado,0,18268.89,Pessoal,Alto Risco
65,3352.49,Bom,12,Alugada,Solteiro,1,23800.49,Imóvel,Baixo Risco
62,2017.11,Regular,3,Alugada,Casado,1,6099.03,Veículo,Alto Risco
18,1844.62,Excelente,6,Própria,Casado,1,20152.76,Veículo,Alto Risco
39,3769.84,Ruim,21,Alugada,Divorciado,1,7909.42,Pessoal,Baixo Risco
69,5588.0,Excelente,9,Alugada,Casado,2,29809.71,Pessoal,Baixo Risco
34,4877.47,Bom,6,Financiada,Casado,1,17938.51,Veículo,Baixo Risco
24,1144.25,Regular,20,Própria,Solteiro,1,11671.78,Pessoal,Alto Risco
42,2015.56,Bom,14,Própria,Casado,1,18429.73,Negócio,Baixo Risco
62,4911.16,Excelente,14,Própria,Casado,3,15073.61,Pessoal,Baixo Risco
21,2026.27,Bom,3,Própria,Viúvo,1,13718.5,Veículo,Alto Risco
53,3163.05,Bom,22,Alugada,Solteiro,1,1000.0,Pessoal,Baixo Risco
23,4325.08,Ruim,22,Própria,Solteiro,4,6806.46,Pessoal,Alto Risco
48,2047.48,Bom,5,Financiada,Solteiro,1,13876.38,Imóvel,Baixo Risco
36,3658.06,Regular,23,Própria,Casado,3,1493.17,Imóvel,Baixo Risco
61,1498.96,Ruim,19,Própria,Divorciado,0,10302.59,Pessoal,Alto Risco
56,2597.95,Bom,4,Alugada,Solteiro,1,11001.0,Pessoal,Baixo Risco
44,3979.67,Ruim,19,Própria,Casado,0,8764.46,Pessoal,Baixo Risco
27,1110.51,Bom,11,Alugada,Solteiro,0,21178.84,Educação,Alto Risco
43,4160.71,Ruim,0,Alugada,Solteiro,2,7958.65,Imóvel,Alto Risco
36,3470.54,Excelente,7,Própria,Casado,1,15707.27,Pessoal,Baixo Risco
56,4328.73,Regular,0,Própria,Solteiro,0,12174.69,Veículo,Baixo Risco
20,3835.87,Bom,4,Própria,Casado,1,14049.62,Imóvel,Baixo Risco
62,5546.21,Bom,21,Própria,Casado,2,27851.21,Educação,Baixo Risco
30,3687.84,Regular,5,Própria,Casado,2,16437.49,Negócio,Baixo Risco
67,2855.89,Regular,20,Própria,Solteiro,1,17984.26,Veículo,Alto Risco
45,3683.45,Excelente,2,Própria,Viúvo,2,8876.66,Pessoal,Baixo Risco
37,4314.95,Excelente,14,Alugada,Casado,1,20009.2,Pessoal,Baixo Risco
45,3573.29,Regular,4,Alugada,Casado,0,19671.76,Educação,Alto Risco
25,3560.89,Regular,23,Alugada,Solteiro,2,18900.87,Negócio,Baixo Risco
58,2447.01,Ruim,13,Própria,Solteiro,1,5326.59,Veículo,Alto Risco
56,2505.65,Regular,17,Própria,Solteiro,1,10318.02,Veículo,Baixo Risco
18,1396.09,Ruim,15,Financiada,Solteiro,1,26468.64,Veículo,Alto Risco
20,6124.37,Regular,5,Alugada,Casado,1,9498.04,Veículo,Baixo Risco
30,1634.21,Bom,24,Financiada,Divorciado,0,27559.9,Pessoal,Alto Risco
45,2460.64,Excelente,23,Própria,Casado,0,10628.83,Imóvel,Baixo Risco
66,2422.39,Regular,13,Alugada,Solteiro,0,16185.73,Pessoal,Alto Risco
42,4842.39,Regular,23,Alugada,Casado,1,13502.65,Pessoal,Baixo Risco
50,3057.58,Excelente,7,Própria,Solteiro,4,8241.56,Imóvel,Baixo Risco
55,5371.61,Bom,6,Alugada,Casado,0,8356.73,Pessoal,Baixo Risco
23,2489.76,Ruim,7,Alugada,Casado,1,9366.06,Pessoal,Alto Risco
61,3918.49,Regular,12,Própria,Casado,3,16184.51,Pessoal,Baixo Risco
62,2246.98,Bom,5,Própria,Viúvo,1,22123.34,Educação,Alto Risco
49,6717.72,Bom,17,Financiada,Solteiro,1,15665.25,Educação,Baixo Risco
62,1718.6,Bom,1,Familiar,Casado,3,14732.97,Pessoal,Alto Risco
64,3964.73,Bom,7,Própria,Divorciado,1,24683.02,Veículo,Baixo Risco
38,4450.67,Bom,10,Própria,Casado,2,15330.71,Pessoal,Baixo Risco
33,4120.7,Excelente,0,Própria,Casado,0,10657.09,Imóvel,Baixo Risco
38,3222.07,Regular,21,Alugada,Divorciado,0,7018.07,Imóvel,Baixo Risco
28,3305.27,Bom,5,Própria,Solteiro,0,25163.58,Educação,Baixo Risco
54,3565.72,Ruim,15,Familiar,Divorciado,2,12364.82,Veículo,Alto Risco
53,3279.5,Ruim,19,Própria,Solteiro,2,10371.41,Negócio,Alto Risco
52,4945.82,Bom,11,Própria,Casado,2,9679.65,Negócio,Baixo Risco
36,6815.78,Regular,10,Alugada,Divorciado,1,24713.52,Educação,Baixo Risco
37,2663.76,Bom,9,Financiada,Solteiro,0,10416.21,Imóvel,Baixo Risco
35,1445.3,Ruim,2,Alugada,Casado,1,22923.7,Veículo,Alto Risco
64,3367.58,Bom,12,Alugada,Solteiro,2,13156.74,Veículo,Baixo Risco
58,7369.56,Regular,2,Familiar,Viúvo,1,5332.96,Pessoal,Baixo Risco
66,2294.49,Regular,14,Própria,Divorciado,3,12340.07,Pessoal,Alto Risco
31,5958.68,Bom,15,Financiada,Casado,3,14737.65,Imóvel,Baixo Risco
32,6016.55,Excelente,12,Própria,Casado,1,14078.63,Imóvel,Baixo Risco
48,2669.62,Regular,16,Financiada,Divorciado,0,13880.13,Negócio,Alto Risco
18,4353.47,Regular,2,Alugada,Casado,1,12424.44,Pessoal,Baixo Risco
20,5942.59,Bom,19,Própria,Casado,3,8719.92,Pessoal,Baixo Risco
33,2931.31,Regular,10,Financiada,Casado,0,15085.9,Educação,Alto Risco
40,3194.63,Bom,20,Própria,Casado,4,19327.59,Veículo,Baixo Risco
28,2627.48,Regular,18,Própria,Solteiro,2,3299.23,Pessoal,Baixo Risco
29,1977.86,Excelente,21,Alugada,Solteiro,1,25392.5,Negócio,Alto Risco
27,2526.08,Ruim,10,Própria,Solteiro,0,1000.0,Educação,Alto Risco
49,1664.09,Bom,15,Alugada,Divorciado,1,15601.99,Veículo,Alto Risco
33,3551.13,Bom,20,Própria,Casado,1,18728.7,Educação,Baixo Risco
25,2345.04,Excelente,2,Própria,Casado,0,10173.18,Imóvel,Baixo Risco
55,3850.68,Excelente,21,Própria,Casado,0,1000.0,Educação,Baixo Risco
29,1166.16,Regular,5,Própria,Solteiro,0,14226.21,Educação,Alto Risco
41,3996.32,Bom,13,Alugada,Solteiro,0,16357.57,Pessoal,Baixo Risco
45,4750.29,Ruim,23,Financiada,Casado,1,5810.25,Imóvel,Baixo Risco
25,1000.0,Excelente,17,Familiar,Casado,3,8358.93,Pessoal,Baixo Risco
45,4061.08,Bom,16,Financiada,Divorciado,0,22701.7,Pessoal,Baixo Risco
53,5341.5,Bom,3,Própria,Casado,5,15941.45,Negócio,Baixo Risco
43,1685.54,Excelente,22,Alugada,Casado,1,2930.58,Veículo,Baixo Risco
25,6008.86,Excelente,14,Própria,Casado,2,18598.64,Imóvel,Baixo Risco
67,4128.53,Bom,10,Própria,Divorciado,3,7555.85,Educação,Baixo Risco
45,2442.48,Bom,2,Alugada,Casado,2,8801.9,Negócio,Baixo Risco
45,3416.35,Bom,2,Própria,Solteiro,1,16581.26,Educação,Baixo Risco
54,4337.49,Regular,15,Própria,Casado,1,15835.92,Veículo,Baixo Risco
58,3614.01,Regular,4,Familiar,Casado,0,11779.15,Veículo,Baixo Risco
53,4308.13,Excelente,20,Alugada,Casado,0,10966.33,Pessoal,Baixo Risco
44,2118.99,Bom,9,Alugada,Solteiro,2,12993.61,Veículo,Baixo Risco
34,3754.04,Ruim,18,Própria,Divorciado,0,8755.25,Veículo,Baixo Risco
26,1379.43,Regular,24,Própria,Viúvo,2,23712.1,Imóvel,Alto Risco
50,3333.16,Regular,3,Financiada,Solteiro,0,2446.45,Imóvel,Baixo Risco
37,2144.14,Bom,18,Própria,Divorciado,3,13072.97,Negócio,Baixo Risco
30,2396.71,Regular,10,Alugada,Solteiro,1,3324.76,Imóvel,Baixo Risco
45,5354.14,Regular,1,Própria,Solteiro,0,22488.01,Imóvel,Alto Risco
65,5136.97,Regular,9,Alugada,Solteiro,1,13061.52,Veículo,Baixo Risco
46,4413.71,Ruim,10,Própria,Solteiro,0,6546.65,Pessoal,Baixo Risco
30,1861.53,Excelente,24,Financiada,Divorciado,3,20480.38,Pessoal,Alto Risco
63,3025.39,Excelente,19,Financiada,Solteiro,0,1000.0,Educação,Baixo Risco
52,5319.65,Regular,15,Financiada,Solteiro,2,17247.07,Pessoal,Baixo Risco
23,3712.58,Ruim,18,Própria,Solteiro,0,24210.31,Imóvel,Alto Risco
35,6978.99,Excelente,22,Financiada,Solteiro,0,16436.35,Imóvel,Baixo Risco
68,4089.98,Bom,23,Alugada,Solteiro,3,10947.92,Pessoal,Baixo Risco
22,3788.07,Excelente,10,Própria,Casado,1,5062.54,Pessoal,Baixo Risco
64,3036.33,Bom,13,Alugada,Solteiro,2,23660.12,Veículo,Baixo Risco
42,3700.31,Regular,1,Própria,Divorciado,1,22419.37,Veículo,Alto Risco
19,3271.3,Regular,22,Própria,Divorciado,0,9837.11,Educação,Baixo Risco
27,4562.16,Bom,4,Financiada,Solteiro,3,10050.9,Imóvel,Baixo Risco
47,4935.05,Bom,4,Própria,Divorciado,1,24494.14,Imóvel,Baixo Risco
67,2321.02,Excelente,18,Alugada,Solteiro,0,19252.91,Educação,Baixo Risco
62,1503.15,Bom,20,Própria,Solteiro,1,1000.0,Imóvel,Baixo Risco
22,1000.0,Regular,11,Financiada,Solteiro,1,13434.38,Negócio,Alto Risco
50,4261.99,Ruim,17,Familiar,Solteiro,2,13139.55,Pessoal,Alto Risco
18,1844.95,Ruim,3,Financiada,Casado,0,16981.08,Imóvel,Alto Risco
35,1000.0,Excelente,21,Própria,Casado,1,15048.37,Veículo,Alto Risco
49,4082.87,Ruim,16,Própria,Solteiro,0,10898.31,Pessoal,Baixo Risco
64,7239.5,Regular,9,Alugada,Casado,1,16426.88,Pessoal,Baixo Risco
66,3490.89,Regular,19,Própria,Solteiro,2,11417.78,Imóvel,Baixo Risco
28,4757.74,Bom,5,Própria,Casado,2,42313.5,Pessoal,Baixo Risco
38,3622.74,Bom,24,Alugada,Solteiro,1,15981.82,Pessoal,Baixo Risco
43,3351.67,Bom,13,Alugada,Solteiro,0,14882.4,Negócio,Baixo Risco
42,4878.61,Excelente,10,Familiar,Solteiro,0,29742.46,Educação,Baixo Risco
39,3064.59,Bom,10,Própria,Solteiro,1,4085.25,Imóvel,Baixo Risco
44,3901.09,Bom,17,Própria,Casado,2,14120.22,Educação,Baixo Risco
66,3982.55,Bom,22,Própria,Divorciado,3,7403.18,Negócio,Baixo Risco
30,2497.86,Regular,21,Familiar,Solteiro,0,20080.08,Imóvel,Alto Risco
50,4988.06,Bom,17,Financiada,Casado,1,11045.2,Pessoal,Baixo Risco
51,3237.56,Excelente,23,Financiada,Casado,1,19640.75,Educação,Baixo Risco
58,2366.38,Ruim,22,Familiar,Divorciado,0,19064.41,Imóvel,Alto Risco
52,4304.76,Ruim,10,Alugada,Solteiro,0,21242.98,Veículo,Alto Risco
18,2152.3,Regular,20,Alugada,Casado,2,19196.15,Veículo,Alto Risco
38,3542.27,Ruim,11,Própria,Divorciado,1,13207.68,Veículo,Alto Risco
65,3486.32,Regular,4,Alugada,Casado,0,3818.78,Negócio,Baixo Risco
23,5128.84,Ruim,22,Alugada,Casado,1,23072.68,Veículo,Alto Risco
45,4212.05,Excelente,8,Alugada,Solteiro,1,26272.22,Negócio,Baixo Risco
34,3462.46,Bom,24,Familiar,Solteiro,1,7497.05,Negócio,Baixo Risco
22,4726.65,Bom,8,Familiar,Casado,1,20887.02,Imóvel,Baixo Risco
48,5585.31,Excelente,21,Financiada,Casado,1,5637.1,Imóvel,Baixo Risco
22,4336.72,Excelente,9,Financiada,Solteiro,0,16627.46,Veículo,Baixo Risco
55,3515.53,Regular,21,Alugada,Casado,0,18275.36,Pessoal,Baixo Risco
20,1532.25,Regular,18,Própria,Casado,1,11590.24,Pessoal,Alto Risco
40,1902.33,Regular,0,Própria,Casado,1,15760.57,Educação,Alto Risco
54,3042.16,Excelente,6,Alugada,Casado,2,21785.63,Veículo,Baixo Risco
54,2585.73,Ruim,3,Financiada,Divorciado,0,14124.67,Pessoal,Alto Risco
27,3219.54,Regular,0,Própria,Solteiro,0,9598.9,Pessoal,Baixo Risco
27,3584.97,Bom,14,Familiar,Divorciado,1,5209.77,Negócio,Baixo Risco
36,4294.54,Regular,7,Própria,Solteiro,0,11873.89,Veículo,Baixo Risco
34,3394.25,Bom,11,Própria,Solteiro,1,5602.23,Negócio,Baixo Risco
38,4229.75,Bom,21,Alugada,Solteiro,1,11980.93,Veículo,Baixo Risco
31,3596.71,Ruim,21,Própria,Solteiro,1,11278.06,Veículo,Alto Risco
26,1000.0,Bom,17,Própria,Solteiro,2,21432.84,Pessoal,Alto Risco
63,2091.0,Bom,14,Própria,Solteiro,0,15587.8,Veículo,Alto Risco
18,3283.87,Ruim,16,Financiada,Divorciado,2,35378.08,Imóvel,Alto Risco
68,1685.46,Regular,13,Alugada,Solteiro,2,1000.0,Pessoal,Alto Risco
62,4399.89,Excelente,13,Alugada,Casado,0,17506.97,Imóvel,Baixo Risco
30,5796.13,Excelente,17,Alugada,Solteiro,3,11387.55,Imóvel,Baixo Risco
21,5328.14,Excelente,19,Própria,Divorciado,4,7351.68,Imóvel,Baixo Risco
18,3179.84,Regular,17,Familiar,Casado,1,14761.84,Educação,Baixo Risco
66,5736.09,Bom,15,Própria,Solteiro,2,14163.06,Veículo,Baixo Risco
57,3723.0,Excelente,0,Familiar,Casado,1,23622.5,Imóvel,Baixo Risco
49,2994.37,Ruim,22,Alugada,Casado,0,15730.07,Negócio,Alto Risco
51,2579.9,Regular,10,Familiar,Casado,4,9457.59,Educação,Alto Risco
45,3046.3,Bom,14,Própria,Casado,1,17673.68,Negócio,Baixo Risco
48,2917.73,Regular,11,Alugada,Casado,5,13162.79,Veículo,Alto Risco
25,3755.62,Regular,7,Própria,Casado,0,5996.17,Educação,Baixo Risco
56,3740.86,Excelente,21,Própria,Casado,1,13011.64,Imóvel,Baixo Risco
43,3504.57,Bom,19,Alugada,Solteiro,0,16847.54,Pessoal,Baixo Risco
51,4155.41,Ruim,5,Própria,Divorciado,3,15578.26,Educação,Alto Risco
20,5285.97,Bom,2,Alugada,Casado,1,17642.5,Imóvel,Baixo Risco
67,4924.33,Regular,23,Própria,Casado,0,10788.12,Pessoal,Baixo Risco
29,1272.65,Bom,12,Própria,Solteiro,0,17540.9,Pessoal,Alto Risco
18,1000.0,Excelente,12,Financiada,Casado,1,15960.93,Educação,Alto Risco
61,4901.48,Excelente,1,Alugada,Viúvo,1,16025.84,Pessoal,Baixo Risco
22,1449.68,Bom,4,Alugada,Solteiro,5,15258.85,Pessoal,Alto Risco
47,3162.85,Bom,16,Alugada,Casado,0,32408.75,Veículo,Baixo Risco
47,1744.83,Excelente,5,Financiada,Casado,0,23881.01,Pessoal,Alto Risco
34,1000.0,Ruim,1,Própria,Divorciado,2,17363.13,Negócio,Alto Risco
65,4312.19,Ruim,3,Alugada,Casado,2,8598.34,Veículo,Alto Risco
64,4638.73,Regular,21,Familiar,Solteiro,1,12661.34,Imóvel,Baixo Risco
40,2635.23,Ruim,10,Financiada,Divorciado,1,27926.31,Negócio,Alto Risco
32,1000.0,Bom,7,Alugada,Casado,1,10496.5,Veículo,Alto Risco
54,2680.63,Ruim,11,Alugada,Solteiro,2,13674.16,Veículo,Alto Risco
38,4087.71,Excelente,7,Financiada,Solteiro,0,13228.77,Educação,Baixo Risco
31,1281.63,Ruim,10,Alugada,Casado,3,17943.1,Veículo,Alto Risco
19,3775.04,Ruim,21,Própria,Solteiro,1,11506.83,Veículo,Alto Risco
28,3477.04,Regular,19,Própria,Solteiro,2,16414.86,Imóvel,Baixo Risco
68,4368.94,Ruim,7,Financiada,Divorciado,5,11685.46,Educação,Alto Risco
56,3679.37,Regular,7,Própria,Solteiro,0,25516.09,Educação,Baixo Risco
55,2040.4,Bom,16,Financiada,Casado,2,9509.78,Negócio,Baixo Risco
51,5294.86,Bom,19,Própria,Solteiro,2,22821.16,Educação,Baixo Risco
55,3262.21,Regular,19,Alugada,Casado,1,10318.91,Educação,Baixo Risco
67,3459.04,Excelente,22,Própria,Casado,0,8170.03,Educação,Baixo Risco
51,2100.1,Regular,15,Própria,Solteiro,0,9393.66,Pessoal,Baixo Risco
35,2835.08,Ruim,13,Familiar,Casado,2,1308.51,Veículo,Alto Risco
47,2172.8,Excelente,10,Financiada,Solteiro,2,18508.79,Imóvel,Baixo Risco
32,3240.58,Regular,6,Alugada,Divorciado,3,5688.19,Imóvel,Baixo Risco
44,6067.56,Ruim,15,Alugada,Divorciado,2,12136.64,Pessoal,Baixo Risco
68,1442.15,Ruim,12,Alugada,Casado,1,21092.97,Veículo,Alto Risco
51,1079.66,Ruim,14,Alugada,Casado,2,20834.82,Veículo,Alto Risco
69,5706.76,Regular,23,Alugada,Solteiro,2,3546.73,Imóvel,Baixo Risco
55,3186.01,Ruim,15,Própria,Casado,2,17484.35,Educação,Alto Risco
50,2496.39,Regular,20,Alugada,Casado,1,24123.95,Negócio,Alto Risco
41,5059.86,Excelente,22,Financiada,Solteiro,0,9905.26,Educação,Baixo Risco
32,2591.58,Bom,23,Familiar,Casado,1,19108.59,Educação,Baixo Risco
47,6239.01,Regular,8,Própria,Solteiro,1,5853.76,Veículo,Baixo Risco
59,4516.89,Bom,2,Financiada,Casado,1,18085.26,Veículo,Baixo Risco
68,2768.13,Regular,18,Alugada,Solteiro,3,16050.17,Veículo,Alto Risco
34,6735.96,Regular,19,Alugada,Casado,1,20289.18,Imóvel,Baixo Risco
22,2591.43,Excelente,4,Própria,Solteiro,2,19793.17,Pessoal,Alto Risco
46,4613.14,Regular,9,Alugada,Solteiro,1,4172.13,Imóvel,Baixo Risco
21,3948.94,Regular,16,Própria,Casado,3,16092.43,Imóvel,Baixo Risco
27,5452.61,Bom,14,Própria,Viúvo,1,26623.31,Veículo,Baixo Risco
34,5842.27,Excelente,22,Financiada,Casado,2,1000.0,Negócio,Baixo Risco
27,3548.01,Excelente,24,Financiada,Solteiro,1,22735.41,Imóvel,Baixo Risco
34,2369.87,Bom,7,Alugada,Solteiro,4,27813.64,Pessoal,Alto Risco
37,4189.96,Ruim,14,Familiar,Divorciado,0,3122.92,Veículo,Baixo Risco
41,2483.43,Bom,20,Própria,Casado,1,9634.41,Imóvel,Baixo Risco
22,6520.08,Regular,13,Própria,Solteiro,0,19141.95,Veículo,Baixo Risco
51,3704.8,Bom,19,Alugada,Divorciado,1,7911.0,Pessoal,Baixo Risco
23,2952.02,Bom,6,Própria,Divorciado,5,25916.63,Imóvel,Alto Risco
19,3777.02,Ruim,20,Própria,Viúvo,0,23471.17,Negócio,Alto Risco
30,1479.31,Regular,22,Própria,Divorciado,3,3920.29,Veículo,Baixo Risco
60,2042.58,Excelente,11,Própria,Divorciado,1,9055.54,Negócio,Baixo Risco
60,5300.62,Bom,16,Financiada,Solteiro,2,21158.69,Educação,Baixo Risco
65,2514.66,Excelente,16,Própria,Solteiro,1,20845.28,Pessoal,Baixo Risco
28,1929.63,Bom,9,Alugada,Casado,1,32747.52,Imóvel,Alto Risco
68,4304.98,Regular,18,Própria,Casado,1,7960.94,Veículo,Baixo Risco
64,5278.56,Excelente,13,Alugada,Casado,0,26673.74,Pessoal,Baixo Risco
40,4578.43,Bom,10,Própria,Casado,1,7688.69,Imóvel,Baixo Risco
33,4994.07,Bom,1,Financiada,Casado,1,19002.57,Imóvel,Baixo Risco
48,2364.81,Ruim,17,Alugada,Casado,5,22138.74,Pessoal,Alto Risco
28,1367.28,Ruim,6,Própria,Solteiro,0,1000.0,Negócio,Alto Risco
33,5752.0,Excelente,11,Alugada,Solteiro,3,22289.65,Educação,Baixo Risco
25,3015.98,Regular,1,Própria,Casado,1,26076.56,Negócio,Alto Risco
21,3123.75,Bom,19,Alugada,Casado,2,23767.05,Veículo,Baixo Risco
57,5492.29,Bom,17,Própria,Solteiro,2,31426.71,Negócio,Baixo Risco
21,4334.35,Regular,5,Familiar,Casado,0,22721.42,Veículo,Alto Risco
42,4183.83,Ruim,23,Própria,Casado,4,10702.36,Pessoal,Alto Risco
20,6747.5,Ruim,9,Alugada,Casado,0,24912.09,Educação,Alto Risco
49,2534.72,Regular,19,Própria,Solteiro,1,10248.27,Imóvel,Baixo Risco
20,4891.76,Bom,14,Própria,Casado,3,15659.34,Imóvel,Baixo Risco
44,3585.52,Regular,4,Alugada,Solteiro,1,21654.27,Veículo,Alto Risco
46,3902.89,Bom,19,Familiar,Divorciado,0,18584.65,Pessoal,Baixo Risco
49,5792.7,Regular,2,Própria,Solteiro,2,25809.06,Imóvel,Baixo Risco
67,4261.75,Bom,4,Própria,Casado,1,34909.4,Veículo,Alto Risco
68,4307.44,Regular,24,Própria,Solteiro,3,5901.09,Imóvel,Baixo Risco
36,5108.76,Bom,7,Própria,Casado,2,12373.31,Veículo,Baixo Risco
38,2952.57,Excelente,7,Própria,Casado,0,17531.03,Negócio,Baixo Risco
22,2241.19,Ruim,7,Alugada,Solteiro,1,11294.47,Imóvel,Alto Risco
35,1932.79,Excelente,11,Própria,Casado,2,14394.35,Imóvel,Baixo Risco
45,1000.0,Regular,23,Própria,Solteiro,1,21206.56,Negócio,Alto Risco
59,6584.31,Bom,22,Financiada,Solteiro,0,20143.27,Imóvel,Baixo Risco
39,1845.19,Excelente,7,Própria,Casado,2,16978.66,Pessoal,Baixo Risco
38,3168.12,Excelente,10,Própria,Solteiro,1,16181.84,Pessoal,Baixo Risco
23,3084.78,Excelente,13,Própria,Divorciado,2,13209.04,Imóvel,Baixo Risco
18,3961.11,Ruim,7,Alugada,Casado,3,26236.18,Pessoal,Alto Risco
22,4723.61,Bom,23,Própria,Casado,1,28307.11,Imóvel,Baixo Risco
58,4790.71,Ruim,9,Alugada,Solteiro,0,23150.51,Pessoal,Alto Risco
29,2625.38,Regular,6,Própria,Casado,3,5804.99,Pessoal,Baixo Risco
43,3249.32,Bom,16,Alugada,Casado,0,12902.32,Veículo,Baixo Risco
63,3923.87,Regular,3,Própria,Solteiro,1,16597.33,Negócio,Alto Risco
51,3126.96,Regular,12,Alugada,Divorciado,0,7474.44,Imóvel,Baixo Risco
66,5911.02,Regular,3,Financiada,Solteiro,1,15632.67,Negócio,Baixo Risco
31,4236.46,Bom,4,Alugada,Divorciado,0,15177.77,Negócio,Baixo Risco
43,4602.32,Bom,21,Própria,Solteiro,1,23673.11,Pessoal,Baixo Risco
62,4494.32,Ruim,3,Própria,Divorciado,0,11013.68,Veículo,Alto Risco
44,5260.21,Ruim,17,Própria,Casado,1,24306.42,Educação,Alto Risco
26,3771.53,Ruim,5,Própria,Solteiro,1,7341.06,Educação,Baixo Risco
43,1554.75,Bom,23,Própria,Solteiro,1,8457.29,Veículo,Alto Risco
64,4099.53,Regular,23,Financiada,Casado,0,11965.1,Negócio,Baixo Risco
39,2522.96,Bom,22,Própria,Viúvo,2,15382.98,Pessoal,Baixo Risco
64,2707.07,Bom,21,Alugada,Solteiro,1,1000.0,Pessoal,Baixo Risco
47,4379.55,Bom,1,Alugada,Solteiro,2,18674.38,Imóvel,Baixo Risco
60,5357.42,Regular,22,Alugada,Casado,2,28674.74,Veículo,Baixo Risco
